locus_tag	ftype	length_bp	gene	EC_number	COG	product
ADRDL_1929_01233	gene	1044				
ADRDL_1929_01234	CDS	1839				hypothetical protein
ADRDL_1929_01234	gene	1839				
ADRDL_1929_01235	CDS	291				hypothetical protein
ADRDL_1929_01235	gene	291				
ADRDL_1929_01236	CDS	195				hypothetical protein
ADRDL_1929_01236	gene	195				
ADRDL_1929_01237	CDS	825				hypothetical protein
ADRDL_1929_01237	gene	825				
ADRDL_1929_01238	CDS	618				hypothetical protein
ADRDL_1929_01238	gene	618				
ADRDL_1929_01239	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
ADRDL_1929_01239	gene	1683	ligB			
ADRDL_1929_01240	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
ADRDL_1929_01240	gene	624	gmk			
ADRDL_1929_01241	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
ADRDL_1929_01241	gene	276	rpoZ			
ADRDL_1929_01242	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
ADRDL_1929_01242	gene	2109	spoT			
ADRDL_1929_01243	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
ADRDL_1929_01243	gene	690	trmH			
ADRDL_1929_01244	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
ADRDL_1929_01244	gene	2082	recG			
ADRDL_1929_01245	CDS	867				hypothetical protein
ADRDL_1929_01245	gene	867				
ADRDL_1929_01246	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
ADRDL_1929_01246	gene	1206	gltS			
ADRDL_1929_01247	CDS	1392	xanP		COG2233	Xanthine permease XanP
ADRDL_1929_01247	gene	1392	xanP			
ADRDL_1929_01248	CDS	1710				hypothetical protein
ADRDL_1929_01248	gene	1710				
ADRDL_1929_01249	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
ADRDL_1929_01249	gene	2319	yicI			
ADRDL_1929_01250	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
ADRDL_1929_01250	gene	1383	yicJ			
ADRDL_1929_01251	tRNA	95				tRNA-SeC(tca)
ADRDL_1929_01251	gene	95				
ADRDL_1929_01252	CDS	141				hypothetical protein
ADRDL_1929_01252	gene	141				
ADRDL_1929_01253	CDS	1185	setC			Sugar efflux transporter C
ADRDL_1929_01253	gene	1185	setC			
ADRDL_1929_01254	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
ADRDL_1929_01254	gene	924	yicL			
ADRDL_1929_01255	CDS	819	nlpA		COG1464	Lipoprotein 28
ADRDL_1929_01255	gene	819	nlpA			
ADRDL_1929_01256	CDS	294				hypothetical protein
ADRDL_1929_01256	gene	294				
ADRDL_1929_01257	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
ADRDL_1929_01257	gene	1239	nepI			
ADRDL_1929_01258	CDS	453				hypothetical protein
ADRDL_1929_01258	gene	453				
ADRDL_1929_01259	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
ADRDL_1929_01259	gene	1335	adeQ			
ADRDL_1929_01260	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
ADRDL_1929_01260	gene	1767	ade			
ADRDL_1929_01261	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
ADRDL_1929_01261	gene	1392	uhpT			
ADRDL_1929_01262	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
ADRDL_1929_01262	gene	1320	uhpC			
ADRDL_1929_01263	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
ADRDL_1929_01263	gene	1503	uhpB			
ADRDL_1929_01264	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
ADRDL_1929_01264	gene	591	uhpA			
ADRDL_1929_01265	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
ADRDL_1929_01265	gene	291	ilvN			
ADRDL_1929_01266	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
ADRDL_1929_01266	gene	1689	ilvB			
ADRDL_1929_01267	CDS	90	tisB			Small toxic protein TisB
ADRDL_1929_01267	gene	90	tisB			
ADRDL_1929_01268	CDS	1185	emrD			Multidrug resistance protein D
ADRDL_1929_01268	gene	1185	emrD			
ADRDL_1929_01269	CDS	498				hypothetical protein
ADRDL_1929_01269	gene	498				
ADRDL_1929_01270	CDS	363	yidG			Inner membrane protein YidG
ADRDL_1929_01270	gene	363	yidG			
ADRDL_1929_01271	CDS	348	yidH		COG2149	Inner membrane protein YidH
ADRDL_1929_01271	gene	348	yidH			
ADRDL_1929_01272	CDS	450	yidI			Inner membrane protein YidI
ADRDL_1929_01272	gene	450	yidI			
ADRDL_1929_01273	CDS	1494		3.1.6.1	COG3119	Arylsulfatase
ADRDL_1929_01273	gene	1494				
ADRDL_1929_01274	CDS	1716	yidK		COG4146	putative symporter YidK
ADRDL_1929_01274	gene	1716	yidK			
ADRDL_1929_01275	CDS	894	rhaR_2			HTH-type transcriptional activator RhaR
ADRDL_1929_01275	gene	894	rhaR_2			
ADRDL_1929_01276	CDS	177	aglB_1	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
ADRDL_1929_01276	gene	177	aglB_1			
ADRDL_1929_01277	CDS	639	aglB_2	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
ADRDL_1929_01277	gene	639	aglB_2			
ADRDL_1929_01278	CDS	1617	malP_1		COG1263	PTS system maltose-specific EIICB component
ADRDL_1929_01278	gene	1617	malP_1			
ADRDL_1929_01279	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
ADRDL_1929_01279	gene	717	mngR_2			
ADRDL_1929_01280	CDS	1662	aspT_1			Aspartate/alanine antiporter
ADRDL_1929_01280	gene	1662	aspT_1			
ADRDL_1929_01281	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
ADRDL_1929_01281	gene	429	ibpB			
ADRDL_1929_01282	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
ADRDL_1929_01282	gene	414	ibpA			
ADRDL_1929_01283	CDS	261				hypothetical protein
ADRDL_1929_01283	gene	261				
ADRDL_1929_01284	CDS	1215				hypothetical protein
ADRDL_1929_01284	gene	1215				
ADRDL_1929_01285	CDS	1065	cbrA		COG0644	Protein CbrA
ADRDL_1929_01285	gene	1065	cbrA			
ADRDL_1929_01286	CDS	1293	dgoT			D-galactonate transporter
ADRDL_1929_01286	gene	1293	dgoT			
ADRDL_1929_01287	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
ADRDL_1929_01287	gene	1149	dgoD			
ADRDL_1929_01288	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
ADRDL_1929_01288	gene	618	dgoA			
ADRDL_1929_01289	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
ADRDL_1929_01289	gene	879	dgoK1			
ADRDL_1929_01290	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
ADRDL_1929_01290	gene	690	lutR			
ADRDL_1929_01291	CDS	657				hypothetical protein
ADRDL_1929_01291	gene	657				
ADRDL_1929_01292	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
ADRDL_1929_01292	gene	813	yidA			
ADRDL_1929_01293	CDS	399				hypothetical protein
ADRDL_1929_01293	gene	399				
ADRDL_1929_01294	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
ADRDL_1929_01294	gene	2415	gyrB			
ADRDL_1929_01295	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
ADRDL_1929_01295	gene	1074	recF			
ADRDL_1929_01296	CDS	1101	dnaN		COG0592	Beta sliding clamp
ADRDL_1929_01296	gene	1101	dnaN			
ADRDL_1929_01297	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
ADRDL_1929_01297	gene	1404	dnaA			
ADRDL_1929_01298	CDS	141	rpmH		COG0230	50S ribosomal protein L34
ADRDL_1929_01298	gene	141	rpmH			
ADRDL_1929_01299	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
ADRDL_1929_01299	gene	327	rnpA			
ADRDL_1929_01300	CDS	1647	yidC			Membrane protein insertase YidC
ADRDL_1929_01300	gene	1647	yidC			
ADRDL_1929_01301	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
ADRDL_1929_01301	gene	1365	mnmE			
ADRDL_1929_01302	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
ADRDL_1929_01302	gene	1416	tnaA			
ADRDL_1929_01303	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
ADRDL_1929_01303	gene	1248	tnaB			
ADRDL_1929_01304	CDS	1176	mdtL			Multidrug resistance protein MdtL
ADRDL_1929_01304	gene	1176	mdtL			
ADRDL_1929_01305	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
ADRDL_1929_01305	gene	960	yidZ			
ADRDL_1929_01306	CDS	750				hypothetical protein
ADRDL_1929_01306	gene	750				
ADRDL_1929_01307	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
ADRDL_1929_01307	gene	567	chrR			
ADRDL_1929_01308	CDS	1338	adeP		COG2252	Adenine permease AdeP
ADRDL_1929_01308	gene	1338	adeP			
ADRDL_1929_01309	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
ADRDL_1929_01309	gene	666	yieH			
ADRDL_1929_01310	CDS	474	cbrB			Inner membrane protein CbrB
ADRDL_1929_01310	gene	474	cbrB			
ADRDL_1929_01311	CDS	717	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
ADRDL_1929_01311	gene	717	nagB_1			
ADRDL_1929_01312	CDS	954	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
ADRDL_1929_01312	gene	954	axe1-6A			
ADRDL_1929_01313	CDS	1617	bglH_2		COG4580	Cryptic outer membrane porin BglH
ADRDL_1929_01313	gene	1617	bglH_2			
ADRDL_1929_01314	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
ADRDL_1929_01314	gene	1395	bglB			
ADRDL_1929_01315	CDS	1878	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
ADRDL_1929_01315	gene	1878	bglF_1			
ADRDL_1929_01316	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
ADRDL_1929_01316	gene	837	bglG			
ADRDL_1929_01317	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
ADRDL_1929_01317	gene	726	phoU			
ADRDL_1929_01318	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
ADRDL_1929_01318	gene	774	pstB			
ADRDL_1929_01319	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
ADRDL_1929_01319	gene	891	pstA			
ADRDL_1929_01320	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
ADRDL_1929_01320	gene	960	pstC			
ADRDL_1929_01321	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
ADRDL_1929_01321	gene	1041	pstS			
ADRDL_1929_01322	CDS	534	yehD_1			putative fimbrial-like protein YehD
ADRDL_1929_01322	gene	534	yehD_1			
ADRDL_1929_01323	CDS	684	yehC_1		COG3121	putative fimbrial chaperone YehC
ADRDL_1929_01323	gene	684	yehC_1			
ADRDL_1929_01324	CDS	348	yehB_1		COG3188	Outer membrane usher protein YehB
ADRDL_1929_01324	gene	348	yehB_1			
ADRDL_1929_01325	CDS	1851	yehB_2		COG3188	Outer membrane usher protein YehB
ADRDL_1929_01325	gene	1851	yehB_2			
ADRDL_1929_01326	CDS	960				hypothetical protein
ADRDL_1929_01326	gene	960				
ADRDL_1929_01327	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
ADRDL_1929_01327	gene	900	nhaR			
ADRDL_1929_01328	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
ADRDL_1929_01328	gene	1167	nhaA			
ADRDL_1929_01329	CDS	153	hokC			Toxic protein HokC
ADRDL_1929_01329	gene	153	hokC			
ADRDL_1929_01330	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
ADRDL_1929_01330	gene	1131	dnaJ			
ADRDL_1929_01331	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
ADRDL_1929_01331	gene	1917	dnaK_1			
ADRDL_1929_01332	CDS	354				hypothetical protein
ADRDL_1929_01332	gene	354				
ADRDL_1929_01333	CDS	714				hypothetical protein
ADRDL_1929_01333	gene	714				
ADRDL_1929_01334	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
ADRDL_1929_01334	gene	567	satP			
ADRDL_1929_01335	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
ADRDL_1929_01335	gene	588	mog			
ADRDL_1929_01336	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
ADRDL_1929_01336	gene	954	talB			
ADRDL_1929_01337	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
ADRDL_1929_01337	gene	1431	alsT			
ADRDL_1929_01338	CDS	777				hypothetical protein
ADRDL_1929_01338	gene	777				
ADRDL_1929_01339	CDS	297				hypothetical protein
ADRDL_1929_01339	gene	297				
ADRDL_1929_01340	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
ADRDL_1929_01340	gene	1287	thrC			
ADRDL_1929_01341	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
ADRDL_1929_01341	gene	933	thrB			
ADRDL_1929_01342	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
ADRDL_1929_01342	gene	2463	thrA			
ADRDL_1929_01343	CDS	687		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
ADRDL_1929_01343	gene	687				
ADRDL_1929_01344	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
ADRDL_1929_01344	gene	717	arcA			
ADRDL_1929_01345	CDS	1353	creD		COG4452	Inner membrane protein CreD
ADRDL_1929_01345	gene	1353	creD			
ADRDL_1929_01346	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
ADRDL_1929_01346	gene	1425	creC			
ADRDL_1929_01347	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
ADRDL_1929_01347	gene	690	creB			
ADRDL_1929_01348	CDS	474				hypothetical protein
ADRDL_1929_01348	gene	474				
ADRDL_1929_01349	CDS	870	rob_1		COG2207	Right origin-binding protein
ADRDL_1929_01349	gene	870	rob_1			
ADRDL_1929_01350	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
ADRDL_1929_01350	gene	648	pspB_2			
ADRDL_1929_01351	CDS	513	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
ADRDL_1929_01351	gene	513	yjjX			
ADRDL_1929_01352	CDS	297	trpR		COG2973	Trp operon repressor
ADRDL_1929_01352	gene	297	trpR			
ADRDL_1929_01353	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
ADRDL_1929_01353	gene	1938	slt			
ADRDL_1929_01354	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
ADRDL_1929_01354	gene	1668	ettA			
ADRDL_1929_01355	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
ADRDL_1929_01355	gene	1233	nadR			
ADRDL_1929_01356	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
ADRDL_1929_01356	gene	1383	radA			
ADRDL_1929_01357	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
ADRDL_1929_01357	gene	969	serB			
ADRDL_1929_01358	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
ADRDL_1929_01358	gene	645	ytjB			
ADRDL_1929_01359	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
ADRDL_1929_01359	gene	1017	lplA			
ADRDL_1929_01360	CDS	150				hypothetical protein
ADRDL_1929_01360	gene	150				
ADRDL_1929_01361	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
ADRDL_1929_01361	gene	720	deoD			
ADRDL_1929_01362	CDS	1224	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
ADRDL_1929_01362	gene	1224	deoB_1			
ADRDL_1929_01363	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
ADRDL_1929_01363	gene	1323	deoA			
ADRDL_1929_01364	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
ADRDL_1929_01364	gene	780	deoC			
ADRDL_1929_01365	CDS	1551	yjjI			putative protein YjjI
ADRDL_1929_01365	gene	1551	yjjI			
ADRDL_1929_01366	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
ADRDL_1929_01366	gene	864	yjjW			
ADRDL_1929_01367	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
ADRDL_1929_01367	gene	783	yjjV			
ADRDL_1929_01368	CDS	1074				hypothetical protein
ADRDL_1929_01368	gene	1074				
ADRDL_1929_01369	CDS	162				hypothetical protein
ADRDL_1929_01369	gene	162				
ADRDL_1929_01370	CDS	606	osmY_1		COG2823	Osmotically-inducible protein Y
ADRDL_1929_01370	gene	606	osmY_1			
ADRDL_1929_01371	CDS	1617	prfC		COG4108	Peptide chain release factor RF3
ADRDL_1929_01371	gene	1617	prfC			
ADRDL_1929_01372	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
ADRDL_1929_01372	gene	678	yjjG			
ADRDL_1929_01373	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
ADRDL_1929_01373	gene	447	rimI			
ADRDL_1929_01374	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
ADRDL_1929_01374	gene	414	holD			
ADRDL_1929_01375	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
ADRDL_1929_01375	gene	1032	rsmC			
ADRDL_1929_01376	tRNA	87				tRNA-Leu(cag)
ADRDL_1929_01376	gene	87				
ADRDL_1929_01377	tRNA	87				tRNA-Leu(cag)
ADRDL_1929_01377	gene	87				
ADRDL_1929_01378	tRNA	87				tRNA-Leu(cag)
ADRDL_1929_01378	gene	87				
ADRDL_1929_01379	CDS	237				hypothetical protein
ADRDL_1929_01379	gene	237				
ADRDL_1929_01380	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
ADRDL_1929_01380	gene	789	fhuF			
ADRDL_1929_01381	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
ADRDL_1929_01381	gene	678	bglJ			
ADRDL_1929_01382	CDS	726	yjjQ			Putative transcription factor YjjQ
ADRDL_1929_01382	gene	726	yjjQ			
ADRDL_1929_01383	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
ADRDL_1929_01383	gene	771	yjjP			
ADRDL_1929_01384	CDS	474				hypothetical protein
ADRDL_1929_01384	gene	474				
ADRDL_1929_01385	CDS	540	dnaT			Primosomal protein 1
ADRDL_1929_01385	gene	540	dnaT			
ADRDL_1929_01386	CDS	738	dnaC		COG1484	DNA replication protein DnaC
ADRDL_1929_01386	gene	738	dnaC			
ADRDL_1929_01387	CDS	495				hypothetical protein
ADRDL_1929_01387	gene	495				
ADRDL_1929_01388	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
ADRDL_1929_01388	gene	2292	mdoB			
ADRDL_1929_01389	CDS	1023	lgoD	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
ADRDL_1929_01389	gene	1023	lgoD			
ADRDL_1929_01390	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
ADRDL_1929_01390	gene	915	lgoR			
ADRDL_1929_01391	CDS	1362	lgoT_1			putative L-galactonate transporter
ADRDL_1929_01391	gene	1362	lgoT_1			
ADRDL_1929_01392	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
ADRDL_1929_01392	gene	1665	tsr			
ADRDL_1929_01393	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
ADRDL_1929_01393	gene	2151	btsT			
ADRDL_1929_01394	CDS	204				hypothetical protein
ADRDL_1929_01394	gene	204				
ADRDL_1929_01395	CDS	957	yjiA		COG0523	putative GTP-binding protein YjiA
ADRDL_1929_01395	gene	957	yjiA			
ADRDL_1929_01396	CDS	303				hypothetical protein
ADRDL_1929_01396	gene	303				
ADRDL_1929_01397	CDS	120				hypothetical protein
ADRDL_1929_01397	gene	120				
ADRDL_1929_01398	CDS	1167				hypothetical protein
ADRDL_1929_01398	gene	1167				
ADRDL_1929_01399	CDS	1620				hypothetical protein
ADRDL_1929_01399	gene	1620				
ADRDL_1929_01400	CDS	1359				hypothetical protein
ADRDL_1929_01400	gene	1359				
ADRDL_1929_01401	CDS	3264				hypothetical protein
ADRDL_1929_01401	gene	3264				
ADRDL_1929_01402	CDS	342	symE	3.1.-.-		Toxic protein SymE
ADRDL_1929_01402	gene	342	symE			
ADRDL_1929_01403	CDS	2094				hypothetical protein
ADRDL_1929_01403	gene	2094				
ADRDL_1929_01404	CDS	165				hypothetical protein
ADRDL_1929_01404	gene	165				
ADRDL_1929_01405	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
ADRDL_1929_01405	gene	1413	norG			
ADRDL_1929_01406	CDS	957				ISNCY family transposase ISRor2
ADRDL_1929_01406	gene	957				
ADRDL_1929_01407	CDS	1233	mdtM			Multidrug resistance protein MdtM
ADRDL_1929_01407	gene	1233	mdtM			
ADRDL_1929_01408	CDS	1281				hypothetical protein
ADRDL_1929_01408	gene	1281				
ADRDL_1929_01409	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
ADRDL_1929_01409	gene	1152	fldC			
ADRDL_1929_01410	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
ADRDL_1929_01410	gene	768	fldI			
ADRDL_1929_01411	CDS	258				hypothetical protein
ADRDL_1929_01411	gene	258				
ADRDL_1929_01412	CDS	972	yjiK		COG3204	putative protein YjiK
ADRDL_1929_01412	gene	972	yjiK			
ADRDL_1929_01413	CDS	1179				hypothetical protein
ADRDL_1929_01413	gene	1179				
ADRDL_1929_01414	CDS	555	kptA	2.7.1.-		RNA 2'-phosphotransferase
ADRDL_1929_01414	gene	555	kptA			
ADRDL_1929_01415	CDS	684				hypothetical protein
ADRDL_1929_01415	gene	684				
ADRDL_1929_01416	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
ADRDL_1929_01416	gene	462	yjiG			
ADRDL_1929_01417	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
ADRDL_1929_01417	gene	1173	iadA			
ADRDL_1929_01418	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
ADRDL_1929_01418	gene	912	yjiE			
ADRDL_1929_01419	CDS	393	iraD			Anti-adapter protein IraD
ADRDL_1929_01419	gene	393	iraD			
ADRDL_1929_01420	CDS	831				hypothetical protein
ADRDL_1929_01420	gene	831				
ADRDL_1929_01421	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
ADRDL_1929_01421	gene	726	pdhR_2			
ADRDL_1929_01422	CDS	195				hypothetical protein
ADRDL_1929_01422	gene	195				
ADRDL_1929_01423	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ADRDL_1929_01423	gene	1461	por_3			
ADRDL_1929_01424	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
ADRDL_1929_01424	gene	1185	uxuA			
ADRDL_1929_01425	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
ADRDL_1929_01425	gene	1344	gntP			
ADRDL_1929_01426	CDS	903	fimH_1			Type 1 fimbrin D-mannose specific adhesin
ADRDL_1929_01426	gene	903	fimH_1			
ADRDL_1929_01427	CDS	504	fimG_1			Protein FimG
ADRDL_1929_01427	gene	504	fimG_1			
ADRDL_1929_01428	CDS	531	fimF_1			Protein FimF
ADRDL_1929_01428	gene	531	fimF_1			
ADRDL_1929_01429	CDS	2637	fimD_1		COG3188	Outer membrane usher protein FimD
ADRDL_1929_01429	gene	2637	fimD_1			
ADRDL_1929_01430	CDS	726	fimC			Chaperone protein FimC
ADRDL_1929_01430	gene	726	fimC			
ADRDL_1929_01431	CDS	498	lpfA			putative major fimbrial subunit LpfA
ADRDL_1929_01431	gene	498	lpfA			
ADRDL_1929_01432	CDS	555	fimA_1			Type-1 fimbrial protein, A chain
ADRDL_1929_01432	gene	555	fimA_1			
ADRDL_1929_01433	CDS	471	argR		COG1438	Arginine repressor
ADRDL_1929_01433	gene	471	argR			
ADRDL_1929_01434	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
ADRDL_1929_01434	gene	939	mdh_2			
ADRDL_1929_01435	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
ADRDL_1929_01435	gene	1068	degS			
ADRDL_1929_01436	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
ADRDL_1929_01436	gene	1368	degQ			
ADRDL_1929_01437	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
ADRDL_1929_01437	gene	399	yhcB			
ADRDL_1929_01438	CDS	1128	zapE		COG1485	Cell division protein ZapE
ADRDL_1929_01438	gene	1128	zapE			
ADRDL_1929_01439	CDS	429	rplM		COG0102	50S ribosomal protein L13
ADRDL_1929_01439	gene	429	rplM			
ADRDL_1929_01440	CDS	393	rpsI		COG0103	30S ribosomal protein S9
ADRDL_1929_01440	gene	393	rpsI			
ADRDL_1929_01441	CDS	639	sspA		COG0625	Stringent starvation protein A
ADRDL_1929_01441	gene	639	sspA			
ADRDL_1929_01442	CDS	498	sspB		COG2969	Stringent starvation protein B
ADRDL_1929_01442	gene	498	sspB			
ADRDL_1929_01443	CDS	1368	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
ADRDL_1929_01443	gene	1368	dcuD_1			
ADRDL_1929_01444	CDS	792	nanR_1		COG2186	HTH-type transcriptional repressor NanR
ADRDL_1929_01444	gene	792	nanR_1			
ADRDL_1929_01445	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
ADRDL_1929_01445	gene	894	nanA			
ADRDL_1929_01446	CDS	1491	nanT			Sialic acid transporter NanT
ADRDL_1929_01446	gene	1491	nanT			
ADRDL_1929_01447	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
ADRDL_1929_01447	gene	690	nanE			
ADRDL_1929_01448	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
ADRDL_1929_01448	gene	876	nanK			
ADRDL_1929_01449	CDS	465	yhcH_1		COG2731	putative protein YhcH
ADRDL_1929_01449	gene	465	yhcH_1			
ADRDL_1929_01450	CDS	1128	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
ADRDL_1929_01450	gene	1128	yhcG			
ADRDL_1929_01451	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ADRDL_1929_01451	gene	1419	gltD			
ADRDL_1929_01452	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ADRDL_1929_01452	gene	4554	gltB			
ADRDL_1929_01453	CDS	930				hypothetical protein
ADRDL_1929_01453	gene	930				
ADRDL_1929_01454	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
ADRDL_1929_01454	gene	2337	arcB			
