locus_tag	ftype	length_bp	gene	EC_number	COG	product
ESC_VA4705AA_AS_00984	gene	1368	sdaB			
ESC_VA4705AA_AS_00985	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
ESC_VA4705AA_AS_00985	gene	846	ygdG			
ESC_VA4705AA_AS_00986	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
ESC_VA4705AA_AS_00986	gene	1149	fucO			
ESC_VA4705AA_AS_00987	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
ESC_VA4705AA_AS_00987	gene	648	fucA			
ESC_VA4705AA_AS_00988	CDS	1317	fucP		COG0738	L-fucose-proton symporter
ESC_VA4705AA_AS_00988	gene	1317	fucP			
ESC_VA4705AA_AS_00989	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
ESC_VA4705AA_AS_00989	gene	1776	fucI			
ESC_VA4705AA_AS_00990	CDS	1419	fucK_1	2.7.1.51	COG1070	L-fuculokinase
ESC_VA4705AA_AS_00990	gene	1419	fucK_1			
ESC_VA4705AA_AS_00991	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
ESC_VA4705AA_AS_00991	gene	423	fucU			
ESC_VA4705AA_AS_00992	CDS	732	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
ESC_VA4705AA_AS_00992	gene	732	ydjF_1			
ESC_VA4705AA_AS_00993	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
ESC_VA4705AA_AS_00993	gene	1101	rlmM			
ESC_VA4705AA_AS_00994	CDS	396				hypothetical protein
ESC_VA4705AA_AS_00994	gene	396				
ESC_VA4705AA_AS_00995	CDS	918	gcvA			Glycine cleavage system transcriptional activator
ESC_VA4705AA_AS_00995	gene	918	gcvA			
ESC_VA4705AA_AS_00996	CDS	228	ygdR_1			putative lipoprotein YgdR
ESC_VA4705AA_AS_00996	gene	228	ygdR_1			
ESC_VA4705AA_AS_00997	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
ESC_VA4705AA_AS_00997	gene	1206	csdA			
ESC_VA4705AA_AS_00998	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
ESC_VA4705AA_AS_00998	gene	444	csdE			
ESC_VA4705AA_AS_00999	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
ESC_VA4705AA_AS_00999	gene	807	tcdA			
ESC_VA4705AA_AS_01000	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
ESC_VA4705AA_AS_01000	gene	1098	mltA			
ESC_VA4705AA_AS_01001	tRNA	77				tRNA-Met(cat)
ESC_VA4705AA_AS_01001	gene	77				
ESC_VA4705AA_AS_01002	tRNA	77				tRNA-Met(cat)
ESC_VA4705AA_AS_01002	gene	77				
ESC_VA4705AA_AS_01003	tRNA	77				tRNA-Met(cat)
ESC_VA4705AA_AS_01003	gene	77				
ESC_VA4705AA_AS_01004	CDS	501				hypothetical protein
ESC_VA4705AA_AS_01004	gene	501				
ESC_VA4705AA_AS_01005	CDS	1434				hypothetical protein
ESC_VA4705AA_AS_01005	gene	1434				
ESC_VA4705AA_AS_01006	CDS	390				hypothetical protein
ESC_VA4705AA_AS_01006	gene	390				
ESC_VA4705AA_AS_01007	CDS	537				hypothetical protein
ESC_VA4705AA_AS_01007	gene	537				
ESC_VA4705AA_AS_01008	CDS	429				hypothetical protein
ESC_VA4705AA_AS_01008	gene	429				
ESC_VA4705AA_AS_01009	CDS	1377				hypothetical protein
ESC_VA4705AA_AS_01009	gene	1377				
ESC_VA4705AA_AS_01010	CDS	549				hypothetical protein
ESC_VA4705AA_AS_01010	gene	549				
ESC_VA4705AA_AS_01011	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
ESC_VA4705AA_AS_01011	gene	1254	amiC			
ESC_VA4705AA_AS_01012	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
ESC_VA4705AA_AS_01012	gene	1332	argA			
ESC_VA4705AA_AS_01013	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
ESC_VA4705AA_AS_01013	gene	1827	recD			
ESC_VA4705AA_AS_01014	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
ESC_VA4705AA_AS_01014	gene	3543	recB			
ESC_VA4705AA_AS_01015	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
ESC_VA4705AA_AS_01015	gene	2889	ptrA			
ESC_VA4705AA_AS_01016	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
ESC_VA4705AA_AS_01016	gene	3369	recC			
ESC_VA4705AA_AS_01017	CDS	324				hypothetical protein
ESC_VA4705AA_AS_01017	gene	324				
ESC_VA4705AA_AS_01018	CDS	408				hypothetical protein
ESC_VA4705AA_AS_01018	gene	408				
ESC_VA4705AA_AS_01019	CDS	564				hypothetical protein
ESC_VA4705AA_AS_01019	gene	564				
ESC_VA4705AA_AS_01020	CDS	471				hypothetical protein
ESC_VA4705AA_AS_01020	gene	471				
ESC_VA4705AA_AS_01021	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
ESC_VA4705AA_AS_01021	gene	795	thyA			
ESC_VA4705AA_AS_01022	CDS	876	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
ESC_VA4705AA_AS_01022	gene	876	lgt			
ESC_VA4705AA_AS_01023	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
ESC_VA4705AA_AS_01023	gene	2247	ptsP			
ESC_VA4705AA_AS_01024	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
ESC_VA4705AA_AS_01024	gene	531	rppH			
ESC_VA4705AA_AS_01025	CDS	147				hypothetical protein
ESC_VA4705AA_AS_01025	gene	147				
ESC_VA4705AA_AS_01026	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
ESC_VA4705AA_AS_01026	gene	690	mutH			
ESC_VA4705AA_AS_01027	CDS	714				hypothetical protein
ESC_VA4705AA_AS_01027	gene	714				
ESC_VA4705AA_AS_01028	CDS	219	ygdR_2			putative lipoprotein YgdR
ESC_VA4705AA_AS_01028	gene	219	ygdR_2			
ESC_VA4705AA_AS_01029	CDS	1041	tas		COG0667	Protein tas
ESC_VA4705AA_AS_01029	gene	1041	tas			
ESC_VA4705AA_AS_01030	CDS	1194	lplT			Lysophospholipid transporter LplT
ESC_VA4705AA_AS_01030	gene	1194	lplT			
ESC_VA4705AA_AS_01031	CDS	2160	aas		COG0204	Bifunctional protein Aas
ESC_VA4705AA_AS_01031	gene	2160	aas			
ESC_VA4705AA_AS_01032	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
ESC_VA4705AA_AS_01032	gene	1032	galR			
ESC_VA4705AA_AS_01033	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
ESC_VA4705AA_AS_01033	gene	1263	lysA			
ESC_VA4705AA_AS_01034	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
ESC_VA4705AA_AS_01034	gene	936	occR			
ESC_VA4705AA_AS_01035	CDS	693	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
ESC_VA4705AA_AS_01035	gene	693	ygeA			
ESC_VA4705AA_AS_01036	CDS	1419	araE			Arabinose-proton symporter
ESC_VA4705AA_AS_01036	gene	1419	araE			
ESC_VA4705AA_AS_01037	CDS	762	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
ESC_VA4705AA_AS_01037	gene	762	kduD_1			
ESC_VA4705AA_AS_01038	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
ESC_VA4705AA_AS_01038	gene	837	kduI			
ESC_VA4705AA_AS_01039	CDS	1182	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
ESC_VA4705AA_AS_01039	gene	1182	thlA_1			
ESC_VA4705AA_AS_01040	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
ESC_VA4705AA_AS_01040	gene	1230	yqeG			
ESC_VA4705AA_AS_01041	CDS	306				hypothetical protein
ESC_VA4705AA_AS_01041	gene	306				
ESC_VA4705AA_AS_01042	CDS	531	yodB		COG3038	Cytochrome b561 
ESC_VA4705AA_AS_01042	gene	531	yodB			
ESC_VA4705AA_AS_01043	CDS	672	zinT		COG3443	Metal-binding protein ZinT
ESC_VA4705AA_AS_01043	gene	672	zinT			
ESC_VA4705AA_AS_01044	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
ESC_VA4705AA_AS_01044	gene	636	msrQ			
ESC_VA4705AA_AS_01045	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
ESC_VA4705AA_AS_01045	gene	1005	msrP			
ESC_VA4705AA_AS_01046	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
ESC_VA4705AA_AS_01046	gene	414	hiuH			
ESC_VA4705AA_AS_01047	CDS	783	yedW		COG0745	putative transcriptional regulatory protein YedW
ESC_VA4705AA_AS_01047	gene	783	yedW			
ESC_VA4705AA_AS_01048	CDS	1359	yedV	2.7.13.3	COG0642	putative sensor-like histidine kinase YedV
ESC_VA4705AA_AS_01048	gene	1359	yedV			
ESC_VA4705AA_AS_01049	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
ESC_VA4705AA_AS_01049	gene	852	hchA			
ESC_VA4705AA_AS_01050	CDS	1164	ompN_1		COG3203	Outer membrane protein N
ESC_VA4705AA_AS_01050	gene	1164	ompN_1			
ESC_VA4705AA_AS_01051	CDS	222	yedR			Inner membrane protein YedR
ESC_VA4705AA_AS_01051	gene	222	yedR			
ESC_VA4705AA_AS_01052	CDS	696	yedJ		COG1418	putative protein YedJ
ESC_VA4705AA_AS_01052	gene	696	yedJ			
ESC_VA4705AA_AS_01053	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
ESC_VA4705AA_AS_01053	gene	1419	dcm			
ESC_VA4705AA_AS_01054	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
ESC_VA4705AA_AS_01054	gene	471	vsr			
ESC_VA4705AA_AS_01055	CDS	921	yedA			putative inner membrane transporter YedA
ESC_VA4705AA_AS_01055	gene	921	yedA			
ESC_VA4705AA_AS_01056	CDS	918	yedI		COG2354	Inner membrane protein YedI
ESC_VA4705AA_AS_01056	gene	918	yedI			
ESC_VA4705AA_AS_01057	CDS	183				hypothetical protein
ESC_VA4705AA_AS_01057	gene	183				
ESC_VA4705AA_AS_01058	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
ESC_VA4705AA_AS_01058	gene	1695	dgcQ			
ESC_VA4705AA_AS_01059	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
ESC_VA4705AA_AS_01059	gene	816	yedP			
ESC_VA4705AA_AS_01060	CDS	228				hypothetical protein
ESC_VA4705AA_AS_01060	gene	228				
ESC_VA4705AA_AS_01061	CDS	189	dsrB			Protein DsrB
ESC_VA4705AA_AS_01061	gene	189	dsrB			
ESC_VA4705AA_AS_01062	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
ESC_VA4705AA_AS_01062	gene	624	rcsA			
ESC_VA4705AA_AS_01063	CDS	786				hypothetical protein
ESC_VA4705AA_AS_01063	gene	786				
ESC_VA4705AA_AS_01064	CDS	270				hypothetical protein
ESC_VA4705AA_AS_01064	gene	270				
ESC_VA4705AA_AS_01065	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
ESC_VA4705AA_AS_01065	gene	738	fliP			
ESC_VA4705AA_AS_01066	CDS	366	fliO		COG3190	Flagellar protein FliO
ESC_VA4705AA_AS_01066	gene	366	fliO			
ESC_VA4705AA_AS_01067	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
ESC_VA4705AA_AS_01067	gene	414	fliN			
ESC_VA4705AA_AS_01068	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
ESC_VA4705AA_AS_01068	gene	1005	fliM			
ESC_VA4705AA_AS_01069	CDS	465				hypothetical protein
ESC_VA4705AA_AS_01069	gene	465				
ESC_VA4705AA_AS_01070	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
ESC_VA4705AA_AS_01070	gene	1128	fliK			
ESC_VA4705AA_AS_01071	CDS	444	fliJ		COG2882	Flagellar FliJ protein
ESC_VA4705AA_AS_01071	gene	444	fliJ			
ESC_VA4705AA_AS_01072	CDS	1374	fliI	3.6.3.14	COG1157	Flagellum-specific ATP synthase
ESC_VA4705AA_AS_01072	gene	1374	fliI			
ESC_VA4705AA_AS_01073	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
ESC_VA4705AA_AS_01073	gene	687	fliH			
ESC_VA4705AA_AS_01074	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
ESC_VA4705AA_AS_01074	gene	996	fliG			
ESC_VA4705AA_AS_01075	CDS	1659	fliF		COG1766	Flagellar M-ring protein
ESC_VA4705AA_AS_01075	gene	1659	fliF			
ESC_VA4705AA_AS_01076	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
ESC_VA4705AA_AS_01076	gene	315	fliE			
ESC_VA4705AA_AS_01077	CDS	669	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
ESC_VA4705AA_AS_01077	gene	669	yedK			
ESC_VA4705AA_AS_01078	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
ESC_VA4705AA_AS_01078	gene	234	yedF			
ESC_VA4705AA_AS_01079	CDS	1206				hypothetical protein
ESC_VA4705AA_AS_01079	gene	1206				
ESC_VA4705AA_AS_01080	CDS	414				hypothetical protein
ESC_VA4705AA_AS_01080	gene	414				
ESC_VA4705AA_AS_01081	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
ESC_VA4705AA_AS_01081	gene	1488	amyA			
ESC_VA4705AA_AS_01082	CDS	366	fliT			Flagellar protein FliT
ESC_VA4705AA_AS_01082	gene	366	fliT			
ESC_VA4705AA_AS_01083	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
ESC_VA4705AA_AS_01083	gene	411	fliS			
ESC_VA4705AA_AS_01084	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
ESC_VA4705AA_AS_01084	gene	1407	fliD			
ESC_VA4705AA_AS_01085	CDS	1263	fliC		COG1344	Flagellin
ESC_VA4705AA_AS_01085	gene	1263	fliC			
ESC_VA4705AA_AS_01086	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
ESC_VA4705AA_AS_01086	gene	720	fliA			
ESC_VA4705AA_AS_01087	CDS	552	fliZ			Regulator of sigma S factor FliZ
ESC_VA4705AA_AS_01087	gene	552	fliZ			
ESC_VA4705AA_AS_01088	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
ESC_VA4705AA_AS_01088	gene	858	fliY			
ESC_VA4705AA_AS_01089	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
ESC_VA4705AA_AS_01089	gene	987	dcyD			
ESC_VA4705AA_AS_01090	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
ESC_VA4705AA_AS_01090	gene	669	yecS			
ESC_VA4705AA_AS_01091	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
ESC_VA4705AA_AS_01091	gene	753	artM_1			
ESC_VA4705AA_AS_01092	CDS	723	sdiA		COG2771	Regulatory protein SdiA
ESC_VA4705AA_AS_01092	gene	723	sdiA			
ESC_VA4705AA_AS_01093	CDS	225				hypothetical protein
ESC_VA4705AA_AS_01093	gene	225				
ESC_VA4705AA_AS_01094	CDS	657	uvrY		COG2197	Response regulator UvrY
ESC_VA4705AA_AS_01094	gene	657	uvrY			
ESC_VA4705AA_AS_01095	CDS	1833	uvrC		COG0322	UvrABC system protein C
ESC_VA4705AA_AS_01095	gene	1833	uvrC			
ESC_VA4705AA_AS_01096	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ESC_VA4705AA_AS_01096	gene	549	pgsA			
ESC_VA4705AA_AS_01097	tRNA	76				tRNA-Gly(gcc)
ESC_VA4705AA_AS_01097	gene	76				
ESC_VA4705AA_AS_01098	tRNA	74				tRNA-Cys(gca)
ESC_VA4705AA_AS_01098	gene	74				
ESC_VA4705AA_AS_01099	tRNA	87				tRNA-Leu(taa)
ESC_VA4705AA_AS_01099	gene	87				
ESC_VA4705AA_AS_01100	CDS	666				hypothetical protein
ESC_VA4705AA_AS_01100	gene	666				
ESC_VA4705AA_AS_01101	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
ESC_VA4705AA_AS_01101	gene	1212	tyrP			
ESC_VA4705AA_AS_01102	CDS	240				hypothetical protein
ESC_VA4705AA_AS_01102	gene	240				
ESC_VA4705AA_AS_01103	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
ESC_VA4705AA_AS_01103	gene	498	ftnA_1			
ESC_VA4705AA_AS_01104	CDS	324				hypothetical protein
ESC_VA4705AA_AS_01104	gene	324				
ESC_VA4705AA_AS_01105	CDS	252				hypothetical protein
ESC_VA4705AA_AS_01105	gene	252				
ESC_VA4705AA_AS_01106	CDS	504	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
ESC_VA4705AA_AS_01106	gene	504	ftnA_2			
ESC_VA4705AA_AS_01107	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
ESC_VA4705AA_AS_01107	gene	990	araF			
ESC_VA4705AA_AS_01108	CDS	1515	araG	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
ESC_VA4705AA_AS_01108	gene	1515	araG			
ESC_VA4705AA_AS_01109	CDS	987	rbsC_2		COG1172	Ribose import permease protein RbsC
ESC_VA4705AA_AS_01109	gene	987	rbsC_2			
ESC_VA4705AA_AS_01110	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
ESC_VA4705AA_AS_01110	gene	801	otsB			
ESC_VA4705AA_AS_01111	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
ESC_VA4705AA_AS_01111	gene	1425	otsA			
ESC_VA4705AA_AS_01112	CDS	429	uspC		COG0589	Universal stress protein C
ESC_VA4705AA_AS_01112	gene	429	uspC			
ESC_VA4705AA_AS_01113	CDS	351	flhD			Flagellar transcriptional regulator FlhD
ESC_VA4705AA_AS_01113	gene	351	flhD			
ESC_VA4705AA_AS_01114	CDS	579	flhC			Flagellar transcriptional regulator FlhC
ESC_VA4705AA_AS_01114	gene	579	flhC			
ESC_VA4705AA_AS_01115	CDS	888	motA		COG1291	Motility protein A
ESC_VA4705AA_AS_01115	gene	888	motA			
ESC_VA4705AA_AS_01116	CDS	927	motB		COG1360	Motility protein B
ESC_VA4705AA_AS_01116	gene	927	motB			
ESC_VA4705AA_AS_01117	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
ESC_VA4705AA_AS_01117	gene	1965	cheA			
ESC_VA4705AA_AS_01118	CDS	504	cheW		COG0835	Chemotaxis protein CheW
ESC_VA4705AA_AS_01118	gene	504	cheW			
ESC_VA4705AA_AS_01119	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
ESC_VA4705AA_AS_01119	gene	1662	tar			
ESC_VA4705AA_AS_01120	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
ESC_VA4705AA_AS_01120	gene	1602	tap			
ESC_VA4705AA_AS_01121	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
ESC_VA4705AA_AS_01121	gene	861	cheR			
ESC_VA4705AA_AS_01122	CDS	1050	cheB	3.1.1.61	COG2201	Chemotaxis response regulator protein-glutamate methylesterase
ESC_VA4705AA_AS_01122	gene	1050	cheB			
ESC_VA4705AA_AS_01123	CDS	390	cheY		COG0784	Chemotaxis protein CheY
ESC_VA4705AA_AS_01123	gene	390	cheY			
ESC_VA4705AA_AS_01124	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
ESC_VA4705AA_AS_01124	gene	645	cheZ			
ESC_VA4705AA_AS_01125	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
ESC_VA4705AA_AS_01125	gene	1149	flhB			
ESC_VA4705AA_AS_01126	CDS	2079	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
ESC_VA4705AA_AS_01126	gene	2079	flhA_2			
ESC_VA4705AA_AS_01127	CDS	393	flhE			Flagellar protein FlhE
ESC_VA4705AA_AS_01127	gene	393	flhE			
ESC_VA4705AA_AS_01128	CDS	489				hypothetical protein
ESC_VA4705AA_AS_01128	gene	489				
ESC_VA4705AA_AS_01129	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
ESC_VA4705AA_AS_01129	gene	1734	argS			
ESC_VA4705AA_AS_01130	CDS	567	yecM		COG3102	Protein YecM
ESC_VA4705AA_AS_01130	gene	567	yecM			
ESC_VA4705AA_AS_01131	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
ESC_VA4705AA_AS_01131	gene	747	cutC_1			
ESC_VA4705AA_AS_01132	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
ESC_VA4705AA_AS_01132	gene	1101	torY			
ESC_VA4705AA_AS_01133	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
ESC_VA4705AA_AS_01133	gene	2430	torZ			
ESC_VA4705AA_AS_01134	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
ESC_VA4705AA_AS_01134	gene	972	cmoB			
ESC_VA4705AA_AS_01135	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
ESC_VA4705AA_AS_01135	gene	744	cmoA			
ESC_VA4705AA_AS_01136	CDS	396	yecN		COG3788	Inner membrane protein YecN
ESC_VA4705AA_AS_01136	gene	396	yecN			
ESC_VA4705AA_AS_01137	CDS	819				hypothetical protein
ESC_VA4705AA_AS_01137	gene	819				
ESC_VA4705AA_AS_01138	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
ESC_VA4705AA_AS_01138	gene	567	yecD			
ESC_VA4705AA_AS_01139	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
ESC_VA4705AA_AS_01139	gene	1773	aspS			
ESC_VA4705AA_AS_01140	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
ESC_VA4705AA_AS_01140	gene	510	nudB			
ESC_VA4705AA_AS_01141	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
ESC_VA4705AA_AS_01141	gene	741	yebC			
ESC_VA4705AA_AS_01142	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
ESC_VA4705AA_AS_01142	gene	522	ruvC			
ESC_VA4705AA_AS_01143	CDS	603				hypothetical protein
ESC_VA4705AA_AS_01143	gene	603				
ESC_VA4705AA_AS_01144	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
ESC_VA4705AA_AS_01144	gene	612	ruvA			
ESC_VA4705AA_AS_01145	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
ESC_VA4705AA_AS_01145	gene	1011	ruvB			
ESC_VA4705AA_AS_01146	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
ESC_VA4705AA_AS_01146	gene	786	znuB			
ESC_VA4705AA_AS_01147	CDS	756	znuC	3.6.3.-	COG1121	Zinc import ATP-binding protein ZnuC
ESC_VA4705AA_AS_01147	gene	756	znuC			
ESC_VA4705AA_AS_01148	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
ESC_VA4705AA_AS_01148	gene	987	znuA			
ESC_VA4705AA_AS_01149	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ESC_VA4705AA_AS_01149	gene	1323	mepM			
ESC_VA4705AA_AS_01150	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
ESC_VA4705AA_AS_01150	gene	972	lpxM			
ESC_VA4705AA_AS_01151	CDS	3075				hypothetical protein
ESC_VA4705AA_AS_01151	gene	3075				
ESC_VA4705AA_AS_01152	CDS	1869				hypothetical protein
ESC_VA4705AA_AS_01152	gene	1869				
ESC_VA4705AA_AS_01153	CDS	810				hypothetical protein
ESC_VA4705AA_AS_01153	gene	810				
ESC_VA4705AA_AS_01154	CDS	1128	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ESC_VA4705AA_AS_01154	gene	1128	ugpC_1			
ESC_VA4705AA_AS_01155	CDS	489				hypothetical protein
ESC_VA4705AA_AS_01155	gene	489				
ESC_VA4705AA_AS_01156	CDS	957	lpxD_1	2.3.1.-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
ESC_VA4705AA_AS_01156	gene	957	lpxD_1			
ESC_VA4705AA_AS_01157	CDS	1038				hypothetical protein
ESC_VA4705AA_AS_01157	gene	1038				
ESC_VA4705AA_AS_01158	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
ESC_VA4705AA_AS_01158	gene	1233	cycB			
ESC_VA4705AA_AS_01159	CDS	1290				hypothetical protein
ESC_VA4705AA_AS_01159	gene	1290				
ESC_VA4705AA_AS_01160	CDS	834	malG_1		COG3833	Maltose transport system permease protein MalG
ESC_VA4705AA_AS_01160	gene	834	malG_1			
ESC_VA4705AA_AS_01161	CDS	1800	nplT	3.2.1.135		Neopullulanase
ESC_VA4705AA_AS_01161	gene	1800	nplT			
ESC_VA4705AA_AS_01162	CDS	798				hypothetical protein
ESC_VA4705AA_AS_01162	gene	798				
ESC_VA4705AA_AS_01163	CDS	840	ybbA		COG2819	putative protein YbbA
ESC_VA4705AA_AS_01163	gene	840	ybbA			
ESC_VA4705AA_AS_01164	CDS	111				hypothetical protein
ESC_VA4705AA_AS_01164	gene	111				
ESC_VA4705AA_AS_01165	CDS	843				hypothetical protein
ESC_VA4705AA_AS_01165	gene	843				
ESC_VA4705AA_AS_01166	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
ESC_VA4705AA_AS_01166	gene	1443	pykA			
ESC_VA4705AA_AS_01167	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
ESC_VA4705AA_AS_01167	gene	870	hexR			
ESC_VA4705AA_AS_01168	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ESC_VA4705AA_AS_01168	gene	1476	zwf			
ESC_VA4705AA_AS_01169	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
ESC_VA4705AA_AS_01169	gene	1812	edd			
ESC_VA4705AA_AS_01170	CDS	642	eda		COG0800	KHG/KDPG aldolase
ESC_VA4705AA_AS_01170	gene	642	eda			
ESC_VA4705AA_AS_01171	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
ESC_VA4705AA_AS_01171	gene	1179	purT			
ESC_VA4705AA_AS_01172	CDS	291				hypothetical protein
ESC_VA4705AA_AS_01172	gene	291				
ESC_VA4705AA_AS_01173	CDS	357	yebF			Protein YebF
ESC_VA4705AA_AS_01173	gene	357	yebF			
ESC_VA4705AA_AS_01174	CDS	207				hypothetical protein
