locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR8582162_00599	gene	1758				
SRR8582162_00600	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
SRR8582162_00600	gene	1425	lpdA			
SRR8582162_00601	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
SRR8582162_00601	gene	1893	aceF			
SRR8582162_00602	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
SRR8582162_00602	gene	2664	aceE			
SRR8582162_00603	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
SRR8582162_00603	gene	765	pdhR_1			
SRR8582162_00604	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
SRR8582162_00604	gene	1371	aroP			
SRR8582162_00605	CDS	855	ampE		COG3725	Protein AmpE
SRR8582162_00605	gene	855	ampE			
SRR8582162_00606	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
SRR8582162_00606	gene	552	ampD			
SRR8582162_00607	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
SRR8582162_00607	gene	894	nadC			
SRR8582162_00608	CDS	441				hypothetical protein
SRR8582162_00608	gene	441				
SRR8582162_00609	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
SRR8582162_00609	gene	1386	epsE_1			
SRR8582162_00610	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
SRR8582162_00610	gene	1203	epsF_1			
SRR8582162_00611	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
SRR8582162_00611	gene	1044	guaC			
SRR8582162_00612	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
SRR8582162_00612	gene	621	coaE			
SRR8582162_00613	CDS	744	zapD		COG4582	Cell division protein ZapD
SRR8582162_00613	gene	744	zapD			
SRR8582162_00614	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
SRR8582162_00614	gene	198	yacG			
SRR8582162_00615	CDS	390	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
SRR8582162_00615	gene	390	mutT			
SRR8582162_00616	CDS	2706	secA		COG0653	Protein translocase subunit SecA
SRR8582162_00616	gene	2706	secA			
SRR8582162_00617	CDS	588	secM			Secretion monitor
SRR8582162_00617	gene	588	secM			
SRR8582162_00618	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
SRR8582162_00618	gene	918	lpxC			
SRR8582162_00619	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
SRR8582162_00619	gene	1152	ftsZ			
SRR8582162_00620	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
SRR8582162_00620	gene	1263	ftsA_1			
SRR8582162_00621	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
SRR8582162_00621	gene	831	ftsQ			
SRR8582162_00622	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
SRR8582162_00622	gene	921	ddlB			
SRR8582162_00623	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
SRR8582162_00623	gene	1476	murC			
SRR8582162_00624	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
SRR8582162_00624	gene	1068	murG			
SRR8582162_00625	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
SRR8582162_00625	gene	1245	ftsW			
SRR8582162_00626	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
SRR8582162_00626	gene	1317	murD			
SRR8582162_00627	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
SRR8582162_00627	gene	1083	mraY			
SRR8582162_00628	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
SRR8582162_00628	gene	1359	murF			
SRR8582162_00629	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
SRR8582162_00629	gene	1488	murE			
SRR8582162_00630	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
SRR8582162_00630	gene	1767	ftsI			
SRR8582162_00631	CDS	366	ftsL		COG3116	Cell division protein FtsL
SRR8582162_00631	gene	366	ftsL			
SRR8582162_00632	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
SRR8582162_00632	gene	942	rsmH			
SRR8582162_00633	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
SRR8582162_00633	gene	459	mraZ			
SRR8582162_00634	CDS	1005	cra		COG1609	Catabolite repressor/activator
SRR8582162_00634	gene	1005	cra			
SRR8582162_00635	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
SRR8582162_00635	gene	492	ilvH			
SRR8582162_00636	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
SRR8582162_00636	gene	1725	ilvI			
SRR8582162_00637	CDS	945	leuO			HTH-type transcriptional regulator LeuO
SRR8582162_00637	gene	945	leuO			
SRR8582162_00638	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
SRR8582162_00638	gene	1572	leuA			
SRR8582162_00639	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
SRR8582162_00639	gene	1092	leuB			
SRR8582162_00640	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
SRR8582162_00640	gene	1401	leuC_1			
SRR8582162_00641	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
SRR8582162_00641	gene	606	leuD			
SRR8582162_00642	CDS	1179	setA			Sugar efflux transporter A
SRR8582162_00642	gene	1179	setA			
SRR8582162_00643	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
SRR8582162_00643	gene	132	sgrT			
SRR8582162_00644	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
SRR8582162_00644	gene	1656	sgrR_1			
SRR8582162_00645	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
SRR8582162_00645	gene	984	thiB			
SRR8582162_00646	CDS	1611				hypothetical protein
SRR8582162_00646	gene	1611				
SRR8582162_00647	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
SRR8582162_00647	gene	699	thiQ			
SRR8582162_00648	CDS	765	yabI		COG0586	Inner membrane protein YabI
SRR8582162_00648	gene	765	yabI			
SRR8582162_00649	CDS	879	araC			Arabinose operon regulatory protein
SRR8582162_00649	gene	879	araC			
SRR8582162_00650	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
SRR8582162_00650	gene	1701	araB			
SRR8582162_00651	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
SRR8582162_00651	gene	1503	araA			
SRR8582162_00652	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
SRR8582162_00652	gene	696	araD			
SRR8582162_00653	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
SRR8582162_00653	gene	2352	polB			
SRR8582162_00654	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
SRR8582162_00654	gene	2907	rapA			
SRR8582162_00655	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
SRR8582162_00655	gene	660	rluA			
SRR8582162_00656	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
SRR8582162_00656	gene	816	djlA			
SRR8582162_00657	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
SRR8582162_00657	gene	2355	lptD			
SRR8582162_00658	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
SRR8582162_00658	gene	1287	surA			
SRR8582162_00659	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
SRR8582162_00659	gene	990	pdxA			
SRR8582162_00660	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SRR8582162_00660	gene	822	rsmA			
SRR8582162_00661	CDS	378	apaG		COG2967	Protein ApaG
SRR8582162_00661	gene	378	apaG			
SRR8582162_00662	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
SRR8582162_00662	gene	843	apaH			
SRR8582162_00663	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
SRR8582162_00663	gene	591	folA			
SRR8582162_00664	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
SRR8582162_00664	gene	1863	kefC_1			
SRR8582162_00665	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
SRR8582162_00665	gene	531	kefF			
SRR8582162_00666	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
SRR8582162_00666	gene	1332	ygcS_1			
SRR8582162_00667	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
SRR8582162_00667	gene	288	fixX_2			
SRR8582162_00668	CDS	1287		5.3.1.29		Putative thiazole biosynthetic enzyme
SRR8582162_00668	gene	1287				
SRR8582162_00669	CDS	942	fixB_2		COG2025	Protein FixB
SRR8582162_00669	gene	942	fixB_2			
SRR8582162_00670	CDS	771	fixA_2		COG2086	Protein FixA
SRR8582162_00670	gene	771	fixA_2			
SRR8582162_00671	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
SRR8582162_00671	gene	1515	caiT_2			
SRR8582162_00672	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
SRR8582162_00672	gene	1143	caiA_2			
SRR8582162_00673	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
SRR8582162_00673	gene	1218	caiB			
SRR8582162_00674	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
SRR8582162_00674	gene	1554	caiC			
SRR8582162_00675	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
SRR8582162_00675	gene	786	caiD			
SRR8582162_00676	CDS	591	yrdA_1		COG0663	Protein YrdA
SRR8582162_00676	gene	591	yrdA_1			
SRR8582162_00677	CDS	396				hypothetical protein
SRR8582162_00677	gene	396				
SRR8582162_00678	CDS	219				hypothetical protein
SRR8582162_00678	gene	219				
SRR8582162_00679	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
SRR8582162_00679	gene	3222	carB			
SRR8582162_00680	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
SRR8582162_00680	gene	1149	carA			
SRR8582162_00681	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
SRR8582162_00681	gene	822	dapB			
SRR8582162_00682	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
SRR8582162_00682	gene	915	rihC			
SRR8582162_00683	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
SRR8582162_00683	gene	951	ispH			
SRR8582162_00684	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
SRR8582162_00684	gene	450	fkpB			
SRR8582162_00685	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
SRR8582162_00685	gene	495	lspA			
SRR8582162_00686	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SRR8582162_00686	gene	2817	ileS			
SRR8582162_00687	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
SRR8582162_00687	gene	942	ribF			
SRR8582162_00688	CDS	264	rpsT		COG0268	30S ribosomal protein S20
SRR8582162_00688	gene	264	rpsT			
SRR8582162_00689	CDS	354				hypothetical protein
SRR8582162_00689	gene	354				
SRR8582162_00690	CDS	267	minE		COG0851	Cell division topological specificity factor
SRR8582162_00690	gene	267	minE			
SRR8582162_00691	CDS	813	minD		COG2894	Septum site-determining protein MinD
SRR8582162_00691	gene	813	minD			
SRR8582162_00692	CDS	696	minC		COG0850	Septum site-determining protein MinC
SRR8582162_00692	gene	696	minC			
SRR8582162_00693	CDS	369				hypothetical protein
SRR8582162_00693	gene	369				
SRR8582162_00694	CDS	402	pliG			Inhibitor of g-type lysozyme
SRR8582162_00694	gene	402	pliG			
SRR8582162_00695	CDS	294	ycgL		COG3100	Protein YcgL
SRR8582162_00695	gene	294	ycgL			
SRR8582162_00696	CDS	660	ycgM		COG0179	putative protein YcgM
SRR8582162_00696	gene	660	ycgM			
SRR8582162_00697	CDS	570				hypothetical protein
SRR8582162_00697	gene	570				
SRR8582162_00698	CDS	912	hlyE			Hemolysin E, chromosomal
SRR8582162_00698	gene	912	hlyE			
SRR8582162_00699	CDS	420	umuD_2	3.4.21.-	COG1974	Protein UmuD
SRR8582162_00699	gene	420	umuD_2			
SRR8582162_00700	CDS	1269	umuC_1		COG0389	Protein UmuC
SRR8582162_00700	gene	1269	umuC_1			
SRR8582162_00701	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
SRR8582162_00701	gene	531	dsbB			
SRR8582162_00702	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
SRR8582162_00702	gene	1542	nhaB			
SRR8582162_00703	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
SRR8582162_00703	gene	720	fadR			
SRR8582162_00704	CDS	1533				hypothetical protein
SRR8582162_00704	gene	1533				
SRR8582162_00705	CDS	1299	dadA_2	1.4.99.-	COG0665	D-amino acid dehydrogenase
SRR8582162_00705	gene	1299	dadA_2			
SRR8582162_00706	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
SRR8582162_00706	gene	1071	dadX			
SRR8582162_00707	CDS	150				hypothetical protein
SRR8582162_00707	gene	150				
SRR8582162_00708	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
SRR8582162_00708	gene	1737	cvrA			
SRR8582162_00709	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
SRR8582162_00709	gene	915	ldcA			
SRR8582162_00710	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
SRR8582162_00710	gene	612	emtA			
SRR8582162_00711	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
SRR8582162_00711	gene	735	ycgR			
SRR8582162_00712	CDS	255				hypothetical protein
SRR8582162_00712	gene	255				
SRR8582162_00713	CDS	441				hypothetical protein
SRR8582162_00713	gene	441				
SRR8582162_00714	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
SRR8582162_00714	gene	1698	treA			
SRR8582162_00715	CDS	1419	dhaM	3.5.1.-	COG1080	Protein-lysine deacetylase
SRR8582162_00715	gene	1419	dhaM			
SRR8582162_00716	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
SRR8582162_00716	gene	633	dhaL			
SRR8582162_00717	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
SRR8582162_00717	gene	1071	dhaK			
SRR8582162_00718	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
SRR8582162_00718	gene	1920	dhaR			
SRR8582162_00719	CDS	2868				hypothetical protein
SRR8582162_00719	gene	2868				
SRR8582162_00720	CDS	180				hypothetical protein
SRR8582162_00720	gene	180				
SRR8582162_00721	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
SRR8582162_00721	gene	1092	ychF			
SRR8582162_00722	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
SRR8582162_00722	gene	585	pth			
SRR8582162_00723	CDS	279				hypothetical protein
SRR8582162_00723	gene	279				
SRR8582162_00724	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
SRR8582162_00724	gene	1653	dauA			
SRR8582162_00725	CDS	1014	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
SRR8582162_00725	gene	1014	prs			
SRR8582162_00726	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
SRR8582162_00726	gene	852	ispE			
SRR8582162_00727	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
SRR8582162_00727	gene	624	lolB			
SRR8582162_00728	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
SRR8582162_00728	gene	1257	hemA			
SRR8582162_00729	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
SRR8582162_00729	gene	1083	prfA			
SRR8582162_00730	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
SRR8582162_00730	gene	834	prmC			
SRR8582162_00731	CDS	393	ychQ		COG3094	Protein YchQ
SRR8582162_00731	gene	393	ychQ			
SRR8582162_00732	CDS	810				hypothetical protein
SRR8582162_00732	gene	810				
SRR8582162_00733	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
SRR8582162_00733	gene	855	kdsA			
SRR8582162_00734	CDS	108	ldrA_1			Small toxic polypeptide LdrA
SRR8582162_00734	gene	108	ldrA_1			
SRR8582162_00735	CDS	108	ldrA_2			Small toxic polypeptide LdrA
SRR8582162_00735	gene	108	ldrA_2			
SRR8582162_00736	CDS	108	ldrA_3			Small toxic polypeptide LdrA
SRR8582162_00736	gene	108	ldrA_3			
SRR8582162_00737	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
SRR8582162_00737	gene	1101	chaA			
SRR8582162_00738	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
SRR8582162_00738	gene	231	chaB			
SRR8582162_00739	CDS	717	chaC	4.3.2.-	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
SRR8582162_00739	gene	717	chaC			
SRR8582162_00740	CDS	354	ychN		COG1553	Protein YchN
SRR8582162_00740	gene	354	ychN			
SRR8582162_00741	CDS	1395				Invasin
SRR8582162_00741	gene	1395				
SRR8582162_00742	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
SRR8582162_00742	gene	651	narL_2			
SRR8582162_00743	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
SRR8582162_00743	gene	1797	narX			
SRR8582162_00744	CDS	219				hypothetical protein
SRR8582162_00744	gene	219				
SRR8582162_00745	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
SRR8582162_00745	gene	1392	narK			
SRR8582162_00746	CDS	3744	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
SRR8582162_00746	gene	3744	narG			
SRR8582162_00747	CDS	1539	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
SRR8582162_00747	gene	1539	narH			
SRR8582162_00748	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
SRR8582162_00748	gene	711	narJ			
SRR8582162_00749	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
SRR8582162_00749	gene	678	narI			
SRR8582162_00750	tRNA	85				tRNA-Tyr(gta)
SRR8582162_00750	gene	85				
SRR8582162_00751	tRNA	85				tRNA-Tyr(gta)
SRR8582162_00751	gene	85				
SRR8582162_00752	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
SRR8582162_00752	gene	843	purU			
SRR8582162_00753	CDS	459				hypothetical protein
SRR8582162_00753	gene	459				
SRR8582162_00754	CDS	945			COG1752	putative NTE family protein
SRR8582162_00754	gene	945				
SRR8582162_00755	CDS	1014	rssB		COG0784	Regulator of RpoS
SRR8582162_00755	gene	1014	rssB			
SRR8582162_00756	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
SRR8582162_00756	gene	909	galU			
SRR8582162_00757	CDS	414	hns		COG2916	DNA-binding protein H-NS
SRR8582162_00757	gene	414	hns			
SRR8582162_00758	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
SRR8582162_00758	gene	618	tdk			
SRR8582162_00759	CDS	591				hypothetical protein
SRR8582162_00759	gene	591				
SRR8582162_00760	CDS	186			COG3385	IS4 family transposase ISCro3
SRR8582162_00760	gene	186				
SRR8582162_00761	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
SRR8582162_00761	gene	2676	adhE			
SRR8582162_00762	CDS	648				hypothetical protein
SRR8582162_00762	gene	648				
SRR8582162_00763	CDS	156				hypothetical protein
SRR8582162_00763	gene	156				
SRR8582162_00764	CDS	162				hypothetical protein
SRR8582162_00764	gene	162				
SRR8582162_00765	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
SRR8582162_00765	gene	1677	oppA			
SRR8582162_00766	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
SRR8582162_00766	gene	921	oppB			
SRR8582162_00767	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
SRR8582162_00767	gene	909	oppC			
SRR8582162_00768	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
SRR8582162_00768	gene	1014	oppD			
SRR8582162_00769	CDS	1005	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
SRR8582162_00769	gene	1005	btuD_2			
SRR8582162_00770	CDS	330				hypothetical protein
SRR8582162_00770	gene	330				
SRR8582162_00771	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
SRR8582162_00771	gene	1461	clsA			
SRR8582162_00772	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
SRR8582162_00772	gene	1254	kch			
SRR8582162_00773	CDS	297	yciI		COG2350	Protein YciI
SRR8582162_00773	gene	297	yciI			
SRR8582162_00774	CDS	735	tonB		COG0810	Protein TonB
SRR8582162_00774	gene	735	tonB			
SRR8582162_00775	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
SRR8582162_00775	gene	399				
SRR8582162_00776	CDS	540	yciB		COG2917	putative intracellular septation protein A
SRR8582162_00776	gene	540	yciB			
SRR8582162_00777	CDS	744				hypothetical protein
SRR8582162_00777	gene	744				
SRR8582162_00778	CDS	639	ompW		COG3047	Outer membrane protein W
SRR8582162_00778	gene	639	ompW			
SRR8582162_00779	CDS	507	yciE		COG3685	Protein YciE
SRR8582162_00779	gene	507	yciE			
SRR8582162_00780	CDS	501	yciF		COG3685	Protein YciF
SRR8582162_00780	gene	501	yciF			
SRR8582162_00781	CDS	180				hypothetical protein
SRR8582162_00781	gene	180				
SRR8582162_00782	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
SRR8582162_00782	gene	807	trpA			
SRR8582162_00783	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
SRR8582162_00783	gene	1194	trpB			
SRR8582162_00784	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
SRR8582162_00784	gene	1359	trpC			
SRR8582162_00785	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
SRR8582162_00785	gene	1596	trpGD			
SRR8582162_00786	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
SRR8582162_00786	gene	1563	trpE			
SRR8582162_00787	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
SRR8582162_00787	gene	882	yciV			
SRR8582162_00788	CDS	621	yciO		COG0009	putative protein YciO
SRR8582162_00788	gene	621	yciO			
SRR8582162_00789	CDS	873	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
SRR8582162_00789	gene	873	rluB			
SRR8582162_00790	CDS	591	btuR	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
SRR8582162_00790	gene	591	btuR			
SRR8582162_00791	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
SRR8582162_00791	gene	759	yciK			
SRR8582162_00792	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
SRR8582162_00792	gene	1050	sohB			
SRR8582162_00793	CDS	252	yciN			Protein YciN
SRR8582162_00793	gene	252	yciN			
SRR8582162_00794	CDS	2598	topA_1	5.99.1.2	COG0550	DNA topoisomerase 1
SRR8582162_00794	gene	2598	topA_1			
SRR8582162_00795	CDS	975	cysB			HTH-type transcriptional regulator CysB
SRR8582162_00795	gene	975	cysB			
SRR8582162_00796	CDS	129	ymiA			putative protein YmiA
SRR8582162_00796	gene	129	ymiA			
SRR8582162_00797	CDS	168				hypothetical protein
SRR8582162_00797	gene	168				
SRR8582162_00798	CDS	96				hypothetical protein
SRR8582162_00798	gene	96				
SRR8582162_00799	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
SRR8582162_00799	gene	2676	acnA			
SRR8582162_00800	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
SRR8582162_00800	gene	591	ribA			
SRR8582162_00801	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
SRR8582162_00801	gene	765	pgpB			
SRR8582162_00802	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
SRR8582162_00802	gene	309	lapA			
SRR8582162_00803	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
SRR8582162_00803	gene	1170	lapB_1			
SRR8582162_00804	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
SRR8582162_00804	gene	798	pyrF			
SRR8582162_00805	CDS	327	yciH		COG0023	putative protein YciH
SRR8582162_00805	gene	327	yciH			
SRR8582162_00806	CDS	219	osmB			Osmotically-inducible lipoprotein B
SRR8582162_00806	gene	219	osmB			
SRR8582162_00807	CDS	750	srlR_1		COG1349	Glucitol operon repressor
SRR8582162_00807	gene	750	srlR_1			
SRR8582162_00808	CDS	174				hypothetical protein
SRR8582162_00808	gene	174				
SRR8582162_00809	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
SRR8582162_00809	gene	1986	pdeR			
SRR8582162_00810	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
SRR8582162_00810	gene	1935	rnb			
SRR8582162_00811	CDS	1128				hypothetical protein
SRR8582162_00811	gene	1128				
SRR8582162_00812	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
SRR8582162_00812	gene	789	fabI			
SRR8582162_00813	CDS	351			COG2852	putative protein
SRR8582162_00813	gene	351				
SRR8582162_00814	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
SRR8582162_00814	gene	807	sapF			
SRR8582162_00815	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
SRR8582162_00815	gene	993	sapD			
SRR8582162_00816	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
SRR8582162_00816	gene	891	sapC			
SRR8582162_00817	CDS	966	sapB_1		COG4168	Putrescine export system permease protein SapB
SRR8582162_00817	gene	966	sapB_1			
SRR8582162_00818	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
SRR8582162_00818	gene	1644	sapA			
SRR8582162_00819	CDS	246				hypothetical protein
SRR8582162_00819	gene	246				
SRR8582162_00820	CDS	1386	puuP		COG0531	Putrescine importer PuuP
SRR8582162_00820	gene	1386	puuP			
