locus_tag	ftype	length_bp	gene	EC_number	COG	product
ESC_CB1462AA_AS_00889	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
ESC_CB1462AA_AS_00889	gene	690	modB			
ESC_CB1462AA_AS_00890	CDS	774	modA		COG0725	Molybdate-binding protein ModA
ESC_CB1462AA_AS_00890	gene	774	modA			
ESC_CB1462AA_AS_00891	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
ESC_CB1462AA_AS_00891	gene	150	acrZ			
ESC_CB1462AA_AS_00892	CDS	789	modE		COG2005	Transcriptional regulator ModE
ESC_CB1462AA_AS_00892	gene	789	modE			
ESC_CB1462AA_AS_00893	CDS	1473	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ESC_CB1462AA_AS_00893	gene	1473	btuD_2			
ESC_CB1462AA_AS_00894	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
ESC_CB1462AA_AS_00894	gene	1017	galE			
ESC_CB1462AA_AS_00895	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
ESC_CB1462AA_AS_00895	gene	1047	galT			
ESC_CB1462AA_AS_00896	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
ESC_CB1462AA_AS_00896	gene	1149	galK			
ESC_CB1462AA_AS_00897	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
ESC_CB1462AA_AS_00897	gene	1041	galM			
ESC_CB1462AA_AS_00898	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
ESC_CB1462AA_AS_00898	gene	753	gpmA			
ESC_CB1462AA_AS_00899	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
ESC_CB1462AA_AS_00899	gene	1053	aroG			
ESC_CB1462AA_AS_00900	CDS	381				hypothetical protein
ESC_CB1462AA_AS_00900	gene	381				
ESC_CB1462AA_AS_00901	CDS	942	zitB		COG1230	Zinc transporter ZitB
ESC_CB1462AA_AS_00901	gene	942	zitB			
ESC_CB1462AA_AS_00902	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
ESC_CB1462AA_AS_00902	gene	720	pnuC			
ESC_CB1462AA_AS_00903	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
ESC_CB1462AA_AS_00903	gene	1044	nadA			
ESC_CB1462AA_AS_00904	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00904	gene	76				
ESC_CB1462AA_AS_00905	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00905	gene	76				
ESC_CB1462AA_AS_00906	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00906	gene	76				
ESC_CB1462AA_AS_00907	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00907	gene	76				
ESC_CB1462AA_AS_00908	tRNA	76				tRNA-Val(tac)
ESC_CB1462AA_AS_00908	gene	76				
ESC_CB1462AA_AS_00909	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00909	gene	76				
ESC_CB1462AA_AS_00910	tRNA	76				tRNA-Val(tac)
ESC_CB1462AA_AS_00910	gene	76				
ESC_CB1462AA_AS_00911	tRNA	76				tRNA-Lys(ttt)
ESC_CB1462AA_AS_00911	gene	76				
ESC_CB1462AA_AS_00912	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
ESC_CB1462AA_AS_00912	gene	792	cpoB			
ESC_CB1462AA_AS_00913	CDS	522	pal		COG2885	Peptidoglycan-associated lipoprotein
ESC_CB1462AA_AS_00913	gene	522	pal			
ESC_CB1462AA_AS_00914	CDS	1293	tolB		COG0823	Protein TolB
ESC_CB1462AA_AS_00914	gene	1293	tolB			
ESC_CB1462AA_AS_00915	CDS	1299	tolA		COG3064	Protein TolA
ESC_CB1462AA_AS_00915	gene	1299	tolA			
ESC_CB1462AA_AS_00916	CDS	429	tolR		COG0848	Protein TolR
ESC_CB1462AA_AS_00916	gene	429	tolR			
ESC_CB1462AA_AS_00917	CDS	693	tolQ		COG0811	Protein TolQ
ESC_CB1462AA_AS_00917	gene	693	tolQ			
ESC_CB1462AA_AS_00918	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
ESC_CB1462AA_AS_00918	gene	405	ybgC			
ESC_CB1462AA_AS_00919	CDS	294				hypothetical protein
ESC_CB1462AA_AS_00919	gene	294				
ESC_CB1462AA_AS_00920	CDS	114	cydX	1.10.3.14	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
ESC_CB1462AA_AS_00920	gene	114	cydX			
ESC_CB1462AA_AS_00921	CDS	1140	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
ESC_CB1462AA_AS_00921	gene	1140	cydB			
ESC_CB1462AA_AS_00922	CDS	1569	cydA	1.10.3.14	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
ESC_CB1462AA_AS_00922	gene	1569	cydA			
ESC_CB1462AA_AS_00923	CDS	2634	mngB	3.2.1.170	COG0383	Mannosylglycerate hydrolase
ESC_CB1462AA_AS_00923	gene	2634	mngB			
ESC_CB1462AA_AS_00924	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
ESC_CB1462AA_AS_00924	gene	1917	mngA			
ESC_CB1462AA_AS_00925	CDS	723	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
ESC_CB1462AA_AS_00925	gene	723	mngR_1			
ESC_CB1462AA_AS_00926	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
ESC_CB1462AA_AS_00926	gene	870	sucD			
ESC_CB1462AA_AS_00927	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
ESC_CB1462AA_AS_00927	gene	1167	sucC			
ESC_CB1462AA_AS_00928	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ESC_CB1462AA_AS_00928	gene	1218	sucB			
ESC_CB1462AA_AS_00929	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
ESC_CB1462AA_AS_00929	gene	2802	sucA			
ESC_CB1462AA_AS_00930	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
ESC_CB1462AA_AS_00930	gene	717	sdhB			
ESC_CB1462AA_AS_00931	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
ESC_CB1462AA_AS_00931	gene	1767	sdhA			
ESC_CB1462AA_AS_00932	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
ESC_CB1462AA_AS_00932	gene	348	sdhD			
ESC_CB1462AA_AS_00933	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
ESC_CB1462AA_AS_00933	gene	405	sdhC			
ESC_CB1462AA_AS_00934	CDS	108				hypothetical protein
ESC_CB1462AA_AS_00934	gene	108				
ESC_CB1462AA_AS_00935	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
ESC_CB1462AA_AS_00935	gene	1284	gltA			
ESC_CB1462AA_AS_00936	CDS	963				hypothetical protein
ESC_CB1462AA_AS_00936	gene	963				
ESC_CB1462AA_AS_00937	tRNA	76				tRNA-Met(cat)
ESC_CB1462AA_AS_00937	gene	76				
ESC_CB1462AA_AS_00938	CDS	846				hypothetical protein
ESC_CB1462AA_AS_00938	gene	846				
ESC_CB1462AA_AS_00939	CDS	147				hypothetical protein
ESC_CB1462AA_AS_00939	gene	147				
ESC_CB1462AA_AS_00940	CDS	492				hypothetical protein
ESC_CB1462AA_AS_00940	gene	492				
ESC_CB1462AA_AS_00941	CDS	378	cbtA_1			Cytoskeleton-binding toxin CbtA
ESC_CB1462AA_AS_00941	gene	378	cbtA_1			
ESC_CB1462AA_AS_00942	CDS	363	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
ESC_CB1462AA_AS_00942	gene	363	cbeA_1			
ESC_CB1462AA_AS_00943	CDS	222				hypothetical protein
ESC_CB1462AA_AS_00943	gene	222				
ESC_CB1462AA_AS_00944	CDS	480				hypothetical protein
ESC_CB1462AA_AS_00944	gene	480				
ESC_CB1462AA_AS_00945	CDS	480	klcA_1			Antirestriction protein KlcA
ESC_CB1462AA_AS_00945	gene	480	klcA_1			
ESC_CB1462AA_AS_00946	CDS	255				hypothetical protein
ESC_CB1462AA_AS_00946	gene	255				
ESC_CB1462AA_AS_00947	CDS	819				hypothetical protein
ESC_CB1462AA_AS_00947	gene	819				
ESC_CB1462AA_AS_00948	CDS	939				hypothetical protein
ESC_CB1462AA_AS_00948	gene	939				
ESC_CB1462AA_AS_00949	CDS	411				hypothetical protein
ESC_CB1462AA_AS_00949	gene	411				
ESC_CB1462AA_AS_00950	CDS	216				hypothetical protein
ESC_CB1462AA_AS_00950	gene	216				
ESC_CB1462AA_AS_00951	CDS	147				hypothetical protein
ESC_CB1462AA_AS_00951	gene	147				
ESC_CB1462AA_AS_00952	CDS	696				hypothetical protein
ESC_CB1462AA_AS_00952	gene	696				
ESC_CB1462AA_AS_00953	CDS	876	era_1			GTPase Era
ESC_CB1462AA_AS_00953	gene	876	era_1			
ESC_CB1462AA_AS_00954	CDS	219				hypothetical protein
ESC_CB1462AA_AS_00954	gene	219				
ESC_CB1462AA_AS_00955	CDS	2973	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
ESC_CB1462AA_AS_00955	gene	2973	hsdR			
ESC_CB1462AA_AS_00956	CDS	1275				hypothetical protein
ESC_CB1462AA_AS_00956	gene	1275				
ESC_CB1462AA_AS_00957	CDS	1173				hypothetical protein
ESC_CB1462AA_AS_00957	gene	1173				
ESC_CB1462AA_AS_00958	CDS	1608				hypothetical protein
ESC_CB1462AA_AS_00958	gene	1608				
ESC_CB1462AA_AS_00959	CDS	624				hypothetical protein
ESC_CB1462AA_AS_00959	gene	624				
ESC_CB1462AA_AS_00960	CDS	1413				hypothetical protein
ESC_CB1462AA_AS_00960	gene	1413				
ESC_CB1462AA_AS_00961	CDS	231				hypothetical protein
ESC_CB1462AA_AS_00961	gene	231				
ESC_CB1462AA_AS_00962	CDS	441				hypothetical protein
ESC_CB1462AA_AS_00962	gene	441				
ESC_CB1462AA_AS_00963	CDS	156				hypothetical protein
ESC_CB1462AA_AS_00963	gene	156				
ESC_CB1462AA_AS_00964	CDS	555				hypothetical protein
ESC_CB1462AA_AS_00964	gene	555				
ESC_CB1462AA_AS_00965	CDS	1317	intA_2		COG0582	Prophage integrase IntA
ESC_CB1462AA_AS_00965	gene	1317	intA_2			
ESC_CB1462AA_AS_00966	CDS	615				hypothetical protein
ESC_CB1462AA_AS_00966	gene	615				
ESC_CB1462AA_AS_00967	CDS	744				hypothetical protein
ESC_CB1462AA_AS_00967	gene	744				
ESC_CB1462AA_AS_00968	CDS	474				hypothetical protein
ESC_CB1462AA_AS_00968	gene	474				
ESC_CB1462AA_AS_00969	CDS	2907				putative autotransporter
ESC_CB1462AA_AS_00969	gene	2907				
ESC_CB1462AA_AS_00970	CDS	327				putative autotransporter
ESC_CB1462AA_AS_00970	gene	327				
ESC_CB1462AA_AS_00971	CDS	927				hypothetical protein
ESC_CB1462AA_AS_00971	gene	927				
ESC_CB1462AA_AS_00972	CDS	1017	xerD_2			Tyrosine recombinase XerD
ESC_CB1462AA_AS_00972	gene	1017	xerD_2			
ESC_CB1462AA_AS_00973	CDS	633				hypothetical protein
ESC_CB1462AA_AS_00973	gene	633				
ESC_CB1462AA_AS_00974	CDS	243				hypothetical protein
ESC_CB1462AA_AS_00974	gene	243				
ESC_CB1462AA_AS_00975	CDS	513				hypothetical protein
ESC_CB1462AA_AS_00975	gene	513				
ESC_CB1462AA_AS_00976	CDS	1173	gpFI_1			Putative prophage major tail sheath protein
ESC_CB1462AA_AS_00976	gene	1173	gpFI_1			
ESC_CB1462AA_AS_00977	CDS	516				hypothetical protein
ESC_CB1462AA_AS_00977	gene	516				
ESC_CB1462AA_AS_00978	CDS	303				hypothetical protein
ESC_CB1462AA_AS_00978	gene	303				
ESC_CB1462AA_AS_00979	CDS	1173				hypothetical protein
ESC_CB1462AA_AS_00979	gene	1173				
ESC_CB1462AA_AS_00980	CDS	1044				hypothetical protein
ESC_CB1462AA_AS_00980	gene	1044				
ESC_CB1462AA_AS_00981	CDS	486				hypothetical protein
ESC_CB1462AA_AS_00981	gene	486				
ESC_CB1462AA_AS_00982	CDS	1101				hypothetical protein
ESC_CB1462AA_AS_00982	gene	1101				
ESC_CB1462AA_AS_00983	CDS	483				hypothetical protein
ESC_CB1462AA_AS_00983	gene	483				
ESC_CB1462AA_AS_00984	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
ESC_CB1462AA_AS_00984	gene	363	ssrA			
ESC_CB1462AA_AS_00985	CDS	126				hypothetical protein
ESC_CB1462AA_AS_00985	gene	126				
ESC_CB1462AA_AS_00986	CDS	483	smpB		COG0691	SsrA-binding protein
ESC_CB1462AA_AS_00986	gene	483	smpB			
ESC_CB1462AA_AS_00987	CDS	477	ratA		COG2867	Ribosome association toxin RatA
ESC_CB1462AA_AS_00987	gene	477	ratA			
ESC_CB1462AA_AS_00988	CDS	291				hypothetical protein
ESC_CB1462AA_AS_00988	gene	291				
ESC_CB1462AA_AS_00989	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
ESC_CB1462AA_AS_00989	gene	342	bamE			
ESC_CB1462AA_AS_00990	CDS	1662	recN		COG0497	DNA repair protein RecN
ESC_CB1462AA_AS_00990	gene	1662	recN			
ESC_CB1462AA_AS_00991	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
ESC_CB1462AA_AS_00991	gene	879	nadK			
ESC_CB1462AA_AS_00992	CDS	591	grpE			Protein GrpE
ESC_CB1462AA_AS_00992	gene	591	grpE			
ESC_CB1462AA_AS_00993	CDS	606				hypothetical protein
ESC_CB1462AA_AS_00993	gene	606				
ESC_CB1462AA_AS_00994	CDS	1242				hypothetical protein
ESC_CB1462AA_AS_00994	gene	1242				
ESC_CB1462AA_AS_00995	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
ESC_CB1462AA_AS_00995	gene	867	ypjD			
ESC_CB1462AA_AS_00996	CDS	1362	ffh		COG0541	Signal recognition particle protein
ESC_CB1462AA_AS_00996	gene	1362	ffh			
ESC_CB1462AA_AS_00997	CDS	249	rpsP		COG0228	30S ribosomal protein S16
ESC_CB1462AA_AS_00997	gene	249	rpsP			
ESC_CB1462AA_AS_00998	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
ESC_CB1462AA_AS_00998	gene	549	rimM			
ESC_CB1462AA_AS_00999	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
ESC_CB1462AA_AS_00999	gene	768	trmD			
ESC_CB1462AA_AS_01000	CDS	348	rplS		COG0335	50S ribosomal protein L19
ESC_CB1462AA_AS_01000	gene	348	rplS			
ESC_CB1462AA_AS_01001	CDS	483				hypothetical protein
ESC_CB1462AA_AS_01001	gene	483				
ESC_CB1462AA_AS_01002	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
ESC_CB1462AA_AS_01002	gene	1227	dgcN			
ESC_CB1462AA_AS_01003	CDS	519				hypothetical protein
ESC_CB1462AA_AS_01003	gene	519				
ESC_CB1462AA_AS_01004	CDS	363				hypothetical protein
ESC_CB1462AA_AS_01004	gene	363				
ESC_CB1462AA_AS_01005	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
ESC_CB1462AA_AS_01005	gene	1071	aroF			
ESC_CB1462AA_AS_01006	CDS	1122	tyrA		COG0287	T-protein
ESC_CB1462AA_AS_01006	gene	1122	tyrA			
ESC_CB1462AA_AS_01007	CDS	1161	pheA		COG0077	P-protein
ESC_CB1462AA_AS_01007	gene	1161	pheA			
ESC_CB1462AA_AS_01008	CDS	990	xerD_3			Tyrosine recombinase XerD
ESC_CB1462AA_AS_01008	gene	990	xerD_3			
ESC_CB1462AA_AS_01009	CDS	303				hypothetical protein
ESC_CB1462AA_AS_01009	gene	303				
ESC_CB1462AA_AS_01010	CDS	327				hypothetical protein
ESC_CB1462AA_AS_01010	gene	327				
ESC_CB1462AA_AS_01011	CDS	342				hypothetical protein
ESC_CB1462AA_AS_01011	gene	342				
ESC_CB1462AA_AS_01012	CDS	279				hypothetical protein
ESC_CB1462AA_AS_01012	gene	279				
ESC_CB1462AA_AS_01013	CDS	243				hypothetical protein
ESC_CB1462AA_AS_01013	gene	243				
ESC_CB1462AA_AS_01014	CDS	114				hypothetical protein
ESC_CB1462AA_AS_01014	gene	114				
ESC_CB1462AA_AS_01015	CDS	414				hypothetical protein
ESC_CB1462AA_AS_01015	gene	414				
ESC_CB1462AA_AS_01016	CDS	201				hypothetical protein
ESC_CB1462AA_AS_01016	gene	201				
ESC_CB1462AA_AS_01017	CDS	267				hypothetical protein
ESC_CB1462AA_AS_01017	gene	267				
ESC_CB1462AA_AS_01018	CDS	300				hypothetical protein
ESC_CB1462AA_AS_01018	gene	300				
ESC_CB1462AA_AS_01019	CDS	552				hypothetical protein
ESC_CB1462AA_AS_01019	gene	552				
ESC_CB1462AA_AS_01020	CDS	231				hypothetical protein
ESC_CB1462AA_AS_01020	gene	231				
ESC_CB1462AA_AS_01021	CDS	366				hypothetical protein
ESC_CB1462AA_AS_01021	gene	366				
ESC_CB1462AA_AS_01022	CDS	2823				hypothetical protein
ESC_CB1462AA_AS_01022	gene	2823				
ESC_CB1462AA_AS_01023	CDS	960	parM_1			Plasmid segregation protein ParM
ESC_CB1462AA_AS_01023	gene	960	parM_1			
ESC_CB1462AA_AS_01024	CDS	315				hypothetical protein
ESC_CB1462AA_AS_01024	gene	315				
ESC_CB1462AA_AS_01025	CDS	279				hypothetical protein
ESC_CB1462AA_AS_01025	gene	279				
ESC_CB1462AA_AS_01026	CDS	288				hypothetical protein
ESC_CB1462AA_AS_01026	gene	288				
ESC_CB1462AA_AS_01027	CDS	258				hypothetical protein
ESC_CB1462AA_AS_01027	gene	258				
ESC_CB1462AA_AS_01028	CDS	1035				hypothetical protein
ESC_CB1462AA_AS_01028	gene	1035				
ESC_CB1462AA_AS_01029	CDS	1788				hypothetical protein
ESC_CB1462AA_AS_01029	gene	1788				
ESC_CB1462AA_AS_01030	CDS	897				hypothetical protein
ESC_CB1462AA_AS_01030	gene	897				
ESC_CB1462AA_AS_01031	CDS	1014				hypothetical protein
ESC_CB1462AA_AS_01031	gene	1014				
ESC_CB1462AA_AS_01032	CDS	711				hypothetical protein
ESC_CB1462AA_AS_01032	gene	711				
ESC_CB1462AA_AS_01033	CDS	495				hypothetical protein
ESC_CB1462AA_AS_01033	gene	495				
ESC_CB1462AA_AS_01034	CDS	474				hypothetical protein
ESC_CB1462AA_AS_01034	gene	474				
ESC_CB1462AA_AS_01035	CDS	714				hypothetical protein
ESC_CB1462AA_AS_01035	gene	714				
ESC_CB1462AA_AS_01036	CDS	1149				hypothetical protein
ESC_CB1462AA_AS_01036	gene	1149				
ESC_CB1462AA_AS_01037	CDS	456				hypothetical protein
ESC_CB1462AA_AS_01037	gene	456				
ESC_CB1462AA_AS_01038	CDS	297				hypothetical protein
ESC_CB1462AA_AS_01038	gene	297				
ESC_CB1462AA_AS_01039	CDS	108				hypothetical protein
ESC_CB1462AA_AS_01039	gene	108				
ESC_CB1462AA_AS_01040	CDS	342				hypothetical protein
ESC_CB1462AA_AS_01040	gene	342				
ESC_CB1462AA_AS_01041	CDS	288				hypothetical protein
ESC_CB1462AA_AS_01041	gene	288				
ESC_CB1462AA_AS_01042	CDS	2097				hypothetical protein
ESC_CB1462AA_AS_01042	gene	2097				
ESC_CB1462AA_AS_01043	CDS	351				hypothetical protein
ESC_CB1462AA_AS_01043	gene	351				
ESC_CB1462AA_AS_01044	CDS	1185				hypothetical protein
ESC_CB1462AA_AS_01044	gene	1185				
ESC_CB1462AA_AS_01045	CDS	636				hypothetical protein
ESC_CB1462AA_AS_01045	gene	636				
ESC_CB1462AA_AS_01046	CDS	1857				hypothetical protein
ESC_CB1462AA_AS_01046	gene	1857				
ESC_CB1462AA_AS_01047	CDS	555				hypothetical protein
ESC_CB1462AA_AS_01047	gene	555				
ESC_CB1462AA_AS_01048	CDS	1860				hypothetical protein
ESC_CB1462AA_AS_01048	gene	1860				
ESC_CB1462AA_AS_01049	CDS	750				hypothetical protein
ESC_CB1462AA_AS_01049	gene	750				
ESC_CB1462AA_AS_01050	CDS	576				hypothetical protein
ESC_CB1462AA_AS_01050	gene	576				
ESC_CB1462AA_AS_01051	CDS	1698				hypothetical protein
ESC_CB1462AA_AS_01051	gene	1698				
ESC_CB1462AA_AS_01052	CDS	141				hypothetical protein
ESC_CB1462AA_AS_01052	gene	141				
ESC_CB1462AA_AS_01053	CDS	801	dpnA	2.1.1.72		Modification methylase DpnIIB
ESC_CB1462AA_AS_01053	gene	801	dpnA			
ESC_CB1462AA_AS_01054	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
ESC_CB1462AA_AS_01054	gene	342	raiA			
ESC_CB1462AA_AS_01055	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
ESC_CB1462AA_AS_01055	gene	738	bamD			
ESC_CB1462AA_AS_01056	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ESC_CB1462AA_AS_01056	gene	981	rluD			
ESC_CB1462AA_AS_01057	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
ESC_CB1462AA_AS_01057	gene	732	yfiH			
ESC_CB1462AA_AS_01058	CDS	2574	clpB		COG0542	Chaperone protein ClpB
ESC_CB1462AA_AS_01058	gene	2574	clpB			
ESC_CB1462AA_AS_01059	CDS	282				hypothetical protein
ESC_CB1462AA_AS_01059	gene	282				
ESC_CB1462AA_AS_01060	CDS	957	yagS	1.17.1.4	COG1319	Putative xanthine dehydrogenase YagS FAD-binding subunit
ESC_CB1462AA_AS_01060	gene	957	yagS			
ESC_CB1462AA_AS_01061	CDS	582	yagT		COG2080	Putative xanthine dehydrogenase YagT iron-sulfur-binding subunit
ESC_CB1462AA_AS_01061	gene	582	yagT			
ESC_CB1462AA_AS_01062	CDS	615	yagU		COG3477	Inner membrane protein YagU
ESC_CB1462AA_AS_01062	gene	615	yagU			
ESC_CB1462AA_AS_01063	CDS	711	ecpE			putative fimbrial chaperone EcpE
ESC_CB1462AA_AS_01063	gene	711	ecpE			
ESC_CB1462AA_AS_01064	CDS	1644	ecpD			Fimbria adhesin EcpD
ESC_CB1462AA_AS_01064	gene	1644	ecpD			
ESC_CB1462AA_AS_01065	CDS	2526	ecpC			putative outer membrane usher protein EcpC
ESC_CB1462AA_AS_01065	gene	2526	ecpC			
ESC_CB1462AA_AS_01066	CDS	669	ecpB			putative fimbrial chaperone EcpB
ESC_CB1462AA_AS_01066	gene	669	ecpB			
ESC_CB1462AA_AS_01067	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
ESC_CB1462AA_AS_01067	gene	588	ecpA			
ESC_CB1462AA_AS_01068	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
ESC_CB1462AA_AS_01068	gene	543	ecpR			
ESC_CB1462AA_AS_01069	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
ESC_CB1462AA_AS_01069	gene	141	ykgO			
ESC_CB1462AA_AS_01070	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
ESC_CB1462AA_AS_01070	gene	267	ykgM			
ESC_CB1462AA_AS_01071	CDS	102	ykgR			putative membrane protein YkgR
ESC_CB1462AA_AS_01071	gene	102	ykgR			
ESC_CB1462AA_AS_01072	CDS	4254				hypothetical protein
ESC_CB1462AA_AS_01072	gene	4254				
ESC_CB1462AA_AS_01073	CDS	858	rob_2		COG2207	Right origin-binding protein
ESC_CB1462AA_AS_01073	gene	858	rob_2			
ESC_CB1462AA_AS_01074	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
ESC_CB1462AA_AS_01074	gene	870	ytbE			
ESC_CB1462AA_AS_01075	CDS	594	rclC		COG3059	Inner membrane protein RclC
ESC_CB1462AA_AS_01075	gene	594	rclC			
ESC_CB1462AA_AS_01076	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
ESC_CB1462AA_AS_01076	gene	1326	rclA			
ESC_CB1462AA_AS_01077	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
ESC_CB1462AA_AS_01077	gene	855	rclR			
ESC_CB1462AA_AS_01078	CDS	720	lutA_1		COG0247	Lactate utilization protein A
ESC_CB1462AA_AS_01078	gene	720	lutA_1			
ESC_CB1462AA_AS_01079	CDS	1428	lutB		COG1139	Lactate utilization protein B
ESC_CB1462AA_AS_01079	gene	1428	lutB			
ESC_CB1462AA_AS_01080	CDS	696	lutC		COG1556	Lactate utilization protein C
ESC_CB1462AA_AS_01080	gene	696	lutC			
ESC_CB1462AA_AS_01081	CDS	669				hypothetical protein
ESC_CB1462AA_AS_01081	gene	669				
ESC_CB1462AA_AS_01082	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
ESC_CB1462AA_AS_01082	gene	1671	betA			
ESC_CB1462AA_AS_01083	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
ESC_CB1462AA_AS_01083	gene	1473	betB			
ESC_CB1462AA_AS_01084	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
ESC_CB1462AA_AS_01084	gene	588	betI			
ESC_CB1462AA_AS_01085	CDS	2034	betT		COG1292	High-affinity choline transport protein
ESC_CB1462AA_AS_01085	gene	2034	betT			
ESC_CB1462AA_AS_01086	CDS	3984				hypothetical protein
ESC_CB1462AA_AS_01086	gene	3984				
ESC_CB1462AA_AS_01087	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
ESC_CB1462AA_AS_01087	gene	1089	pdeL			
ESC_CB1462AA_AS_01088	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
ESC_CB1462AA_AS_01088	gene	933	yahB_1			
ESC_CB1462AA_AS_01089	CDS	498				hypothetical protein
ESC_CB1462AA_AS_01089	gene	498				
ESC_CB1462AA_AS_01090	CDS	606				hypothetical protein
ESC_CB1462AA_AS_01090	gene	606				
ESC_CB1462AA_AS_01091	CDS	864				hypothetical protein
ESC_CB1462AA_AS_01091	gene	864				
ESC_CB1462AA_AS_01092	CDS	1548	fdrA_1		COG0074	Protein FdrA
ESC_CB1462AA_AS_01092	gene	1548	fdrA_1			
ESC_CB1462AA_AS_01093	CDS	1419				hypothetical protein
ESC_CB1462AA_AS_01093	gene	1419				
ESC_CB1462AA_AS_01094	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
ESC_CB1462AA_AS_01094	gene	951	arcC2			
ESC_CB1462AA_AS_01095	CDS	1383				hypothetical protein
ESC_CB1462AA_AS_01095	gene	1383				
ESC_CB1462AA_AS_01096	CDS	411				hypothetical protein
ESC_CB1462AA_AS_01096	gene	411				
ESC_CB1462AA_AS_01097	CDS	987	lsrB_1			Autoinducer 2-binding protein LsrB
ESC_CB1462AA_AS_01097	gene	987	lsrB_1			
ESC_CB1462AA_AS_01098	CDS	1485	fruK_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
ESC_CB1462AA_AS_01098	gene	1485	fruK_2			
